location,zone_id,ward,rainfall_1h,rainfall_6h,rainfall_24h,previous_rainfall,elevation,slope,drainage_density,built_up_percentage,distance_to_waterbody,historical_flood_frequency,flooded,water_depth_cm,data_source
Majuli River Island,ZONE-NE05,Majuli,11.4,48.5,93.1,39.6,84.05,0.13,0.98,44.6,0.03,25,1,75.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,11.6,38.8,111.2,32.9,84.19,0.1,1.03,44.7,0.02,25,1,73.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,12.7,35.9,111.2,48.7,83.6,0.15,0.94,44.5,0.04,25,1,77.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,12.5,48.8,103.3,47.1,84.17,0.1,0.97,45.5,0.02,25,1,80.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,12.5,42.4,82.7,44.0,84.19,0.12,1.04,44.2,0.02,25,1,68.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,13.0,45.1,85.0,31.7,83.77,0.1,1.0,44.2,0.04,25,1,67.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,12.4,35.0,100.0,30.4,84.23,0.1,1.09,44.3,0.04,25,1,72.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,13.0,51.6,87.0,37.8,84.25,0.1,1.12,45.5,0.04,25,1,70.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,11.4,48.9,81.6,37.0,84.36,0.1,1.0,44.1,0.02,25,1,66.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,11.9,46.6,87.0,40.2,84.05,0.1,0.82,45.2,0.02,25,1,71.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,11.9,53.1,97.5,42.1,84.18,0.13,0.96,46.2,0.02,25,1,75.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,10.4,50.7,102.8,36.0,83.69,0.19,0.93,44.8,0.02,25,1,72.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,12.9,39.6,99.0,45.3,83.7,0.1,0.93,46.9,0.02,25,1,76.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,12.4,43.1,101.8,40.7,83.42,0.16,1.05,47.2,0.02,25,1,72.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,12.0,49.1,84.2,56.7,83.76,0.1,0.88,45.6,0.02,25,1,76.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,12.3,51.0,102.2,53.6,84.25,0.12,0.96,44.8,0.04,25,1,78.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,10.7,41.6,98.4,46.6,83.95,0.12,0.96,46.1,0.03,25,1,77.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,12.2,39.5,81.5,50.0,84.25,0.14,1.13,44.5,0.04,25,1,64.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,12.7,42.6,108.6,42.7,84.42,0.11,1.11,45.3,0.02,25,1,78.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,14.1,45.1,99.7,41.1,83.81,0.12,1.23,44.5,0.02,25,1,75.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,12.2,49.0,91.8,46.6,83.85,0.16,0.9,44.4,0.02,25,1,75.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,11.5,49.6,98.2,40.6,83.62,0.1,0.97,45.2,0.03,25,1,75.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.0,12.2,23.0,18.4,83.59,0.12,1.12,43.5,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.7,10.1,21.9,14.9,84.16,0.16,0.98,45.0,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,2.9,12.8,22.9,2.2,83.92,0.1,0.86,43.4,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.1,10.3,24.6,8.9,84.26,0.1,0.98,45.0,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,2.7,11.0,25.9,0.0,84.17,0.1,1.17,45.7,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,2.8,11.5,23.4,8.8,84.02,0.1,0.94,44.6,0.04,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,2.7,13.4,22.4,4.1,84.24,0.1,1.01,44.8,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.2,12.6,31.1,14.6,84.21,0.1,0.88,45.5,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.1,11.4,20.1,0.0,84.0,0.1,1.08,44.3,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.0,12.2,26.6,19.5,84.07,0.12,0.92,44.7,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.2,12.3,21.7,0.0,84.24,0.1,1.04,45.2,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,2.9,11.8,29.1,3.6,84.0,0.14,0.92,44.5,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,2.9,14.3,22.5,7.9,84.15,0.21,1.16,43.5,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.1,12.3,29.7,0.0,84.46,0.12,1.11,44.4,0.05,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.2,12.2,20.2,19.5,83.63,0.1,1.02,43.6,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.0,15.6,20.8,21.3,83.71,0.1,1.0,44.0,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.1,11.4,27.8,12.8,83.99,0.12,0.87,45.0,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.1,12.5,25.3,0.0,83.86,0.14,1.06,44.6,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.4,13.9,26.0,13.5,83.73,0.1,1.16,45.7,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.1,10.4,23.0,15.5,83.96,0.1,1.15,44.7,0.06,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.0,12.1,22.6,0.0,84.08,0.12,1.02,47.8,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,2.9,11.6,27.2,9.9,83.87,0.1,1.01,43.9,0.04,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.8,13.5,23.0,5.8,84.03,0.1,0.88,45.9,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.2,12.6,25.2,0.0,84.06,0.13,0.76,46.8,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.3,12.5,19.1,13.8,83.94,0.11,1.09,45.6,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.0,11.5,21.3,19.8,83.94,0.1,1.04,43.1,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.5,14.2,28.1,6.3,83.76,0.1,1.0,44.8,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,2.2,10.9,28.2,11.2,84.12,0.15,0.97,45.4,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.2,11.7,23.9,14.4,84.32,0.13,1.11,45.1,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.1,13.2,21.1,3.7,83.58,0.12,0.81,45.3,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.3,10.6,23.6,9.2,83.9,0.1,1.14,44.3,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,2.8,14.1,28.5,0.0,84.26,0.1,1.01,45.9,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.3,9.8,27.3,18.7,84.24,0.14,1.05,45.7,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.2,11.6,23.8,0.0,84.1,0.1,0.98,44.2,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,3.1,11.1,27.3,11.5,84.1,0.1,0.96,45.4,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,15.3,84.19,0.1,1.01,46.1,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,7.8,84.0,0.1,1.11,45.6,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,83.73,0.11,1.1,46.1,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,1.3,84.09,0.1,1.08,44.8,0.06,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.18,0.1,0.88,45.7,0.04,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,83.83,0.1,0.98,45.8,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.06,0.12,1.07,44.7,0.05,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,6.0,83.96,0.1,1.05,44.8,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,6.1,84.04,0.1,1.08,43.6,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.14,0.17,1.08,45.5,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,6.1,84.29,0.1,0.96,44.2,0.04,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.13,0.13,0.96,43.9,0.05,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,2.2,83.99,0.1,0.86,45.7,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,83.86,0.1,1.04,43.9,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.08,0.12,1.02,45.5,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.06,0.17,0.88,43.9,0.05,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.08,0.1,1.0,45.7,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,4.6,83.98,0.1,1.17,45.0,0.04,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,83.75,0.1,0.97,42.7,0.04,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.13,0.14,0.86,45.5,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.06,0.1,1.06,46.7,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,1.2,84.09,0.18,0.9,45.4,0.04,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.03,0.12,0.83,44.9,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,6.7,83.92,0.1,1.06,44.5,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,16.6,84.3,0.1,0.88,45.1,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,16.8,84.15,0.1,0.89,45.4,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.0,0.11,0.95,44.3,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.22,0.13,0.95,46.5,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,28.3,84.11,0.14,0.78,45.7,0.05,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,16.3,83.84,0.14,0.97,44.7,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.1,0.1,0.96,45.8,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,83.95,0.13,0.96,45.6,0.02,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,83.72,0.13,1.01,46.1,0.04,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,84.25,0.12,1.0,44.8,0.04,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Majuli River Island,ZONE-NE05,Majuli,0.0,0.0,0.0,0.0,83.89,0.12,1.12,44.4,0.03,25,0,0.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,69.3,245.1,562.0,249.2,64.88,0.45,1.76,33.6,0.31,20,1,80.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,58.0,226.0,584.0,258.2,64.95,0.4,1.73,35.0,0.31,20,1,83.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,64.3,206.1,391.9,256.0,64.7,0.42,1.8,35.1,0.31,20,1,83.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,44.5,198.5,406.6,261.2,65.19,0.3,1.79,34.0,0.33,20,1,84.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,52.8,248.4,474.8,269.5,64.82,0.35,1.8,34.4,0.28,20,1,84.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,64.9,226.8,543.8,265.6,65.09,0.4,1.69,34.4,0.28,20,1,85.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,55.6,231.3,505.3,266.7,65.05,0.4,1.76,34.7,0.33,20,1,79.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,47.1,225.3,473.5,268.2,64.99,0.37,1.71,34.2,0.28,20,1,80.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,59.4,194.7,490.8,256.3,65.06,0.41,1.64,34.3,0.33,20,1,81.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,60.2,167.4,539.4,260.3,65.25,0.34,1.84,35.2,0.29,20,1,79.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,58.8,182.3,483.2,270.3,65.27,0.44,1.75,34.4,0.28,20,1,83.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,63.2,221.0,428.7,255.9,64.74,0.42,1.82,34.7,0.31,20,1,81.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,54.7,231.4,418.9,258.5,64.75,0.36,1.75,35.8,0.33,20,1,83.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,55.1,251.5,519.1,264.4,65.24,0.34,1.7,34.4,0.28,20,1,79.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,65.9,239.5,450.9,266.9,64.96,0.38,1.71,34.8,0.27,20,1,80.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,51.0,217.9,533.7,263.3,65.13,0.31,1.71,35.4,0.3,20,1,80.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,57.0,233.1,451.9,266.0,65.03,0.41,1.81,34.0,0.3,20,1,83.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,60.7,196.8,410.1,278.0,64.73,0.4,1.9,34.1,0.29,20,1,78.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,44.9,197.5,459.8,269.9,64.77,0.39,1.69,36.2,0.3,20,1,84.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,57.9,201.9,441.4,275.7,64.85,0.36,1.94,34.3,0.31,20,1,82.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,66.4,217.8,452.8,256.9,65.11,0.4,1.78,34.0,0.3,20,1,85.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,59.8,217.0,480.7,242.5,65.15,0.43,1.62,35.2,0.29,20,1,80.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,58.2,256.1,381.6,261.1,65.1,0.4,1.84,35.7,0.29,20,1,81.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,48.3,171.6,557.2,259.5,64.85,0.39,1.81,36.7,0.33,20,1,82.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,59.8,222.5,411.5,270.2,65.06,0.4,1.8,35.8,0.3,20,1,82.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,61.6,224.3,528.3,259.5,65.07,0.45,1.67,37.5,0.27,20,1,79.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,62.8,202.8,447.4,254.1,65.12,0.38,1.62,36.0,0.32,20,1,78.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,60.0,232.8,456.8,255.9,65.11,0.35,2.02,33.4,0.31,20,1,82.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,59.6,250.7,398.2,258.0,65.08,0.44,1.76,35.6,0.32,20,1,85.2,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,59.0,200.4,468.3,255.5,64.68,0.36,1.8,33.6,0.33,20,1,82.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,60.8,188.9,404.3,257.4,65.35,0.4,1.79,33.8,0.28,20,1,79.0,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,63.9,234.5,524.6,266.7,65.35,0.41,1.66,34.3,0.27,20,1,81.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,60.0,189.9,466.0,240.8,64.96,0.4,1.75,34.6,0.29,20,1,85.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,59.2,216.7,494.1,266.9,65.02,0.37,1.77,33.7,0.29,20,1,82.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,54.8,219.2,449.4,257.7,65.26,0.39,1.82,34.5,0.29,20,1,80.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,61.6,261.4,489.2,299.3,65.12,0.37,1.93,35.3,0.3,20,1,84.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,66.3,218.3,512.4,315.1,65.14,0.42,1.95,35.3,0.27,20,1,84.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,57.3,249.5,528.8,316.3,65.21,0.33,1.67,34.6,0.3,20,1,78.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,67.9,259.0,517.4,312.1,65.06,0.42,1.88,32.1,0.29,20,1,79.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,65.2,247.4,498.0,285.1,64.98,0.45,1.82,33.7,0.33,20,1,78.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,66.9,253.8,572.9,313.1,64.87,0.47,1.63,34.7,0.32,20,1,80.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,54.3,232.2,546.6,303.4,64.87,0.37,1.74,36.2,0.31,20,1,82.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,68.2,276.9,627.0,300.8,65.18,0.35,1.77,34.9,0.33,20,1,78.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,54.2,237.5,543.0,321.9,65.01,0.36,1.79,33.9,0.3,20,1,82.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,68.4,270.4,524.6,293.0,65.09,0.44,2.01,36.8,0.29,20,1,81.4,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,69.4,234.1,591.6,309.4,64.94,0.43,1.82,34.5,0.29,20,1,85.6,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,69.7,305.2,523.2,316.7,65.04,0.39,1.62,35.4,0.29,20,1,83.9,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,68.2,267.8,495.5,302.8,64.91,0.46,1.96,34.3,0.3,20,1,84.7,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,82.8,240.7,544.6,326.6,64.97,0.39,1.96,36.4,0.29,20,1,80.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,53.2,269.9,571.9,306.3,65.16,0.41,1.79,33.5,0.32,20,1,83.5,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,68.1,260.5,544.1,311.9,65.05,0.41,1.95,35.0,0.31,20,1,78.8,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,72.1,240.9,666.1,289.6,64.92,0.31,1.83,33.1,0.28,20,1,82.3,Northeast India (Brahmaputra River Basin & Assam Telemetry)
Kaziranga Corridor,ZONE-NE06,Nagaon,61.9,243.7,564.8,310.7,65.06,0.44,2.04,32.6,0.28,20,1,79.1,Northeast India (Brahmaputra River Basin & Assam Telemetry)
