location,zone_id,ward,rainfall_1h,rainfall_6h,rainfall_24h,previous_rainfall,elevation,slope,drainage_density,built_up_percentage,distance_to_waterbody,historical_flood_frequency,flooded,water_depth_cm,data_source
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.3,6.9,17.1,12.3,288.06,0.37,1.6,89.2,0.42,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.5,8.6,16.4,10.7,287.55,0.4,1.79,88.3,0.45,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.6,7.1,18.6,2.4,287.98,0.39,1.82,89.2,0.41,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.8,8.3,16.3,12.7,288.2,0.42,1.79,89.3,0.42,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.3,8.5,22.9,0.0,288.12,0.37,1.77,89.3,0.43,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,1.9,9.0,18.5,3.5,287.88,0.43,1.71,87.9,0.35,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.1,7.8,18.6,5.9,288.19,0.42,1.85,87.8,0.41,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.3,8.0,18.3,1.7,288.42,0.44,1.62,89.1,0.49,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.3,7.6,21.4,0.0,288.09,0.38,1.77,90.3,0.4,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.7,7.4,13.9,12.4,288.12,0.4,1.67,89.1,0.38,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.1,7.4,20.7,14.1,288.11,0.38,1.64,89.7,0.35,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.0,8.3,19.3,17.6,288.1,0.36,1.67,90.9,0.37,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.5,9.4,23.0,0.0,288.2,0.43,1.62,88.6,0.32,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.6,7.1,19.2,0.0,287.86,0.34,1.85,87.4,0.35,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.9,7.7,17.4,0.0,288.03,0.45,1.8,89.9,0.39,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.5,7.6,19.2,0.0,287.94,0.43,1.69,89.1,0.43,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.5,8.3,15.8,0.0,288.12,0.4,1.69,87.9,0.4,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.7,7.4,22.0,0.0,287.8,0.4,1.58,88.9,0.33,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.5,7.1,21.1,18.6,288.18,0.51,1.67,88.5,0.4,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.5,7.7,18.7,0.0,287.89,0.32,1.8,90.4,0.4,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.4,7.2,15.3,30.1,288.15,0.4,1.66,87.3,0.42,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.3,7.4,19.7,0.5,287.88,0.43,1.68,88.9,0.41,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.4,7.3,17.5,6.8,288.03,0.36,1.64,88.3,0.41,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.4,8.5,19.2,8.0,287.63,0.4,1.62,87.7,0.35,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.7,9.3,15.5,0.0,288.16,0.43,1.86,88.7,0.37,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.5,7.7,19.6,1.3,288.17,0.34,1.72,89.6,0.35,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,2.2,8.2,18.9,6.7,288.07,0.42,1.85,88.9,0.44,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,16.8,288.1,0.42,1.59,88.1,0.39,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.3,287.91,0.38,1.6,90.6,0.4,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,287.83,0.46,1.63,90.2,0.48,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,3.1,287.91,0.4,1.66,90.3,0.39,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.04,0.36,1.73,89.0,0.38,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,287.9,0.37,1.75,87.9,0.43,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.02,0.38,1.75,89.1,0.37,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,10.4,287.94,0.41,1.77,85.5,0.42,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,1.4,287.78,0.37,1.59,89.5,0.38,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,4.7,287.47,0.44,1.67,89.6,0.4,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.14,0.45,1.78,90.9,0.37,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,287.8,0.37,1.76,90.9,0.47,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.21,0.38,1.85,88.8,0.42,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,12.3,287.99,0.43,1.73,89.5,0.37,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,6.0,287.9,0.37,1.82,87.9,0.42,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.14,0.41,1.69,90.1,0.38,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.46,0.37,1.97,89.6,0.38,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,15.1,288.06,0.4,1.6,90.1,0.33,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.04,0.35,1.59,89.8,0.37,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.01,0.41,1.79,88.5,0.33,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.29,0.38,1.68,87.8,0.38,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.12,0.41,1.73,89.6,0.47,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,5.5,287.84,0.41,1.68,88.6,0.41,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.03,0.39,1.62,88.7,0.4,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,287.94,0.41,1.62,89.7,0.34,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.8,288.04,0.39,1.82,88.5,0.47,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.17,0.39,1.54,86.6,0.38,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,12.3,287.94,0.48,1.89,88.8,0.35,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,4.1,288.24,0.39,1.54,89.8,0.41,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,10.2,287.89,0.45,1.88,89.4,0.34,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.33,0.44,1.88,89.3,0.35,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.14,0.35,1.71,88.6,0.49,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,20.8,288.36,0.4,1.8,91.1,0.41,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.03,0.41,1.65,90.1,0.44,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Kankhal Heritage Zone,ZONE-HW04,Ward 09,0.0,0.0,0.0,0.0,288.16,0.38,1.79,89.0,0.35,12,0,0.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,38.3,161.0,324.5,193.9,275.32,0.29,1.55,65.7,0.17,16,1,65.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,44.5,143.4,331.2,183.9,274.94,0.3,1.34,64.3,0.2,16,1,68.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,31.8,164.5,328.7,195.5,274.79,0.34,1.37,64.8,0.26,16,1,65.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,46.8,165.3,337.0,188.3,275.13,0.3,1.34,64.2,0.22,16,1,66.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,43.2,150.1,370.6,192.4,275.27,0.3,1.47,64.8,0.18,16,1,69.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,38.8,153.7,311.5,185.2,274.62,0.29,1.54,66.5,0.21,16,1,67.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,41.1,180.1,302.2,189.2,274.95,0.23,1.36,64.7,0.19,16,1,68.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,47.7,177.3,320.0,196.8,275.14,0.26,1.3,64.7,0.22,16,1,69.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,38.1,143.9,325.3,192.6,275.37,0.25,1.26,62.9,0.18,16,1,68.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,46.4,173.4,341.8,192.8,275.13,0.33,1.5,64.2,0.19,16,1,68.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,46.0,160.0,400.5,198.2,275.28,0.26,1.36,65.6,0.21,16,1,64.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,50.6,164.1,392.9,198.6,275.18,0.37,1.37,66.0,0.26,16,1,66.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,41.1,163.1,331.0,199.6,274.95,0.31,1.33,65.0,0.22,16,1,68.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,41.2,145.5,423.2,183.1,274.85,0.29,1.44,65.0,0.2,16,1,66.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,42.4,176.9,334.8,180.8,274.81,0.25,1.4,65.0,0.2,16,1,69.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,41.7,167.0,307.8,178.7,275.06,0.3,1.55,64.9,0.22,16,1,69.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,43.8,200.0,404.9,175.9,274.93,0.36,1.45,64.3,0.17,16,1,70.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,43.3,155.3,330.8,186.7,275.0,0.33,1.23,65.4,0.21,16,1,64.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,39.1,180.7,358.4,201.8,274.73,0.25,1.44,65.5,0.18,16,1,69.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,41.0,146.3,343.5,184.8,275.04,0.28,1.47,65.0,0.16,16,1,66.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,46.1,148.2,384.0,196.9,275.16,0.31,1.57,66.3,0.21,16,1,64.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,37.6,172.5,267.6,194.6,275.28,0.25,1.37,66.0,0.22,16,1,69.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,38.3,171.1,331.3,179.4,274.8,0.26,1.31,65.8,0.19,16,1,65.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,44.6,158.8,391.4,194.6,274.98,0.33,1.41,66.1,0.24,16,1,64.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,50.1,191.9,378.7,184.6,274.82,0.31,1.25,65.1,0.14,16,1,69.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,52.1,192.9,335.4,187.5,275.55,0.27,1.55,65.2,0.14,16,1,68.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,47.6,140.6,360.8,196.4,274.86,0.29,1.35,63.6,0.24,16,1,69.1,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,47.0,133.5,424.1,198.2,274.88,0.24,1.38,63.9,0.25,16,1,69.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,42.5,174.1,362.6,191.9,275.05,0.29,1.47,65.9,0.17,16,1,64.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,46.5,146.0,318.6,194.6,275.48,0.27,1.47,64.3,0.25,16,1,67.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,43.7,131.1,374.8,187.9,275.09,0.31,1.43,64.9,0.17,16,1,68.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,44.7,157.2,348.2,199.9,274.98,0.34,1.54,66.5,0.21,16,1,67.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,42.1,153.3,366.9,196.3,274.86,0.35,1.46,65.6,0.18,16,1,64.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,38.8,145.9,376.1,185.7,275.0,0.27,1.41,65.6,0.22,16,1,68.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,41.9,147.8,346.7,194.9,274.98,0.21,1.49,64.5,0.22,16,1,67.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,57.0,193.3,433.4,246.6,274.81,0.35,1.33,63.8,0.16,16,1,65.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,59.1,182.2,508.2,243.3,274.93,0.33,1.52,65.0,0.21,16,1,68.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,46.0,189.6,481.4,244.3,274.98,0.27,1.29,64.9,0.24,16,1,69.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,48.7,279.4,406.1,244.4,275.5,0.33,1.33,63.6,0.23,16,1,65.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,56.7,165.0,509.1,235.2,274.96,0.35,1.28,64.4,0.18,16,1,65.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,62.9,222.9,435.2,247.9,275.48,0.25,1.66,64.2,0.2,16,1,68.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,60.5,217.2,474.0,236.8,275.16,0.28,1.25,63.3,0.23,16,1,69.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,51.9,222.5,434.6,246.3,274.97,0.3,1.4,64.5,0.24,16,1,64.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,58.6,197.8,509.4,259.7,274.63,0.27,1.33,64.7,0.18,16,1,66.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,48.6,204.2,505.2,229.1,274.9,0.27,1.39,64.9,0.19,16,1,66.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,62.7,235.1,586.8,240.9,274.96,0.27,1.31,63.0,0.29,16,1,66.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,66.7,217.2,417.0,237.0,274.86,0.35,1.44,63.5,0.21,16,1,66.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,53.8,200.2,442.3,241.7,274.95,0.29,1.35,63.6,0.23,16,1,66.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,57.4,205.2,446.8,235.4,275.2,0.3,1.45,66.6,0.19,16,1,69.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,60.6,188.6,520.6,239.7,275.02,0.35,1.29,65.3,0.21,16,1,64.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,49.8,216.6,520.6,238.3,274.85,0.39,1.35,64.6,0.23,16,1,66.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,57.1,215.8,478.2,246.2,275.13,0.33,1.4,66.1,0.18,16,1,68.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,63.5,229.9,509.2,254.4,275.1,0.26,1.42,64.9,0.22,16,1,69.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,53.7,191.2,482.0,249.9,275.09,0.28,1.38,64.3,0.3,16,1,67.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,64.9,229.9,447.9,233.3,275.04,0.17,1.31,64.7,0.19,16,1,66.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,53.1,181.8,484.2,242.8,275.37,0.28,1.54,65.2,0.26,16,1,69.8,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,54.0,245.6,547.7,233.9,274.88,0.29,1.29,63.3,0.19,16,1,64.6,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,54.8,218.3,546.4,244.0,274.98,0.34,1.48,65.9,0.17,16,1,64.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,47.3,235.7,523.0,247.7,275.09,0.33,1.49,65.3,0.17,16,1,69.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,67.1,232.4,515.0,241.1,275.13,0.33,1.4,64.1,0.18,16,1,66.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,54.4,184.4,565.0,224.2,275.0,0.3,1.38,65.3,0.19,16,1,66.5,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,59.3,212.4,463.1,231.0,275.08,0.34,1.49,65.1,0.17,16,1,68.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,51.5,218.0,452.3,229.8,275.05,0.34,1.3,64.2,0.19,16,1,64.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,50.2,208.3,521.7,243.2,275.24,0.27,1.52,65.1,0.16,16,1,66.7,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,54.3,208.3,537.5,234.4,274.86,0.31,1.47,64.6,0.23,16,1,69.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,58.3,219.7,568.6,246.9,274.96,0.36,1.46,64.8,0.2,16,1,68.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,59.0,183.3,464.5,251.8,275.07,0.37,1.39,67.1,0.24,16,1,68.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,57.2,221.2,419.5,238.9,275.02,0.26,1.42,65.4,0.2,16,1,64.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,66.1,196.1,503.6,229.2,274.65,0.28,1.32,63.7,0.2,16,1,66.2,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,57.0,247.2,418.3,257.7,274.93,0.25,1.53,65.2,0.25,16,1,64.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,28.9,94.4,306.1,94.1,274.93,0.37,1.35,67.3,0.21,16,1,69.4,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,35.2,108.7,285.8,108.3,274.73,0.3,1.39,63.9,0.2,16,1,65.9,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,35.5,125.3,335.4,121.5,274.9,0.3,1.44,64.6,0.21,16,1,65.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,33.0,121.9,296.5,107.3,275.08,0.29,1.51,65.3,0.21,16,1,65.0,Roorkee & Haridwar Hydro-Meteorological Station Dataset
Bahadrabad Canal Outflow,ZONE-HW05,Ward 28,33.2,124.4,320.4,110.9,275.22,0.25,1.57,62.7,0.27,16,1,66.3,Roorkee & Haridwar Hydro-Meteorological Station Dataset
